-0.6
1
3
1.8
1.4
3.4
3
4.4
10.4
6.6
7.8
6.2
0.4
7.6
9.2
4
8
14.6
4.6
4.8
4.6
2.4
5.6
4.8
6.4
3.8
4.6
8.4
4.4
3.4
1.6
0.4
5.8
3.8
5
4.4
2.4
4
0.4
3.8
6
3.4
2
1
2.2
3.6
1.6
7.4
3.4
3.6
2.6
4.2
2.6
0.6
-0.2
4.6
2
3.6
7.2
3
4.6
1.8
5.4
3.4
1.2
5.4
3
1
4.6
5.6
-1
0
4.8
4
1.4
0.4
6.5
13.8
19
25.6
38.6
45.4
78.4
51.8
37.2
19.1
1.8
39.8
19.4
15.8
16.8
33
17.6
2.6
7.8
13.2
14.6
4.6
3.6
3.4
8
2.8
3.4
1.4
6.2
2.8
6
2.4
1.4
1
1.6
2.4
3.2
7.2
3.2
23.6
5.6
6.6
10
-0.6
6.4
14.6
21.6
14.2
11.6
14
14.4
16.2
11.8
8.4
8.2
0.6
6.4
-0.2
4.4
1.4
8.4
2.4
0.4
2
0
1
2.4
1.6
1
2.2
0.8
4.8
1.2
4.2
5.4
1.2
-1.4
-1.8
0
0.4
-1.8
-4.6
-2
-2.8
-2.2
-3.2
-0.4
-1.4
-3.4
-3.6
-0.6
-4.2
-2.6
-4.4
-0.2
-4.6
-4.2
-3.4
0.8
-2.8
-2.6
-4.4
-4.4
-3.6
-4.4
-2.8
-2
-2.4
-4
-4
-3.8
-4.4
-3
-1.6
-1.2
-4.2
-4.4
-4.2
-1.6
-1.8
-4.2
-3.8
-4.6
-4.2
-3.6
-2.8
-4
